id,carat,cut,color,clarity,depth,table,x,y,z,price
21668,0.9,Very Good,H,SI2,63.0,55.0,6.1,6.16,3.86,3162
21669,0.61,Very Good,I,VVS2,62.0,54.4,5.47,5.51,3.4,1773
21670,0.44,Ideal,F,SI1,61.4,56.0,4.89,4.94,3.02,761
21671,0.9,Premium,G,SI1,60.6,57.0,6.28,6.2,3.78,4455
21672,1.01,Good,E,VS1,63.8,60.0,6.25,6.23,3.98,7127
21673,0.7,Fair,H,VS2,65.0,56.0,5.6,5.5,3.61,2268
21674,0.34,Ideal,G,VS2,61.5,57.0,4.51,4.47,2.76,765
21675,0.4,Ideal,D,VS1,59.9,57.0,4.82,4.77,2.87,1200
21676,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,8193
21677,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,17751
21678,0.6,Very Good,E,VS1,63.2,56.0,5.39,5.3,3.38,2177
21679,1.02,Ideal,H,SI2,60.5,57.0,6.52,6.56,3.95,4297
21680,0.94,Premium,F,SI2,62.3,59.0,6.32,6.23,3.91,3095
21681,0.36,Ideal,F,VVS1,61.5,54.0,4.59,4.62,2.83,1021
21682,0.5,Ideal,E,VS2,63.0,57.0,5.04,4.99,3.16,1629
21683,0.58,Ideal,F,VS2,62.1,56.0,5.33,5.37,3.32,1666
21684,0.51,Premium,G,VS2,62.4,57.0,5.11,5.09,3.18,1546
21685,0.91,Premium,H,SI2,60.9,61.0,6.24,6.18,3.78,3453
21686,1.03,Good,J,SI2,64.1,62.0,6.37,6.33,4.07,3149
21687,0.4,Ideal,D,VVS2,61.4,56.0,4.8,4.75,2.93,1152
21688,2.22,Ideal,J,VS1,61.8,59.0,8.34,8.37,5.16,16689
21689,1.51,Premium,D,SI1,62.5,60.0,7.27,7.23,4.54,11760
21690,0.52,Ideal,G,VS2,61.9,55.0,5.15,5.18,3.2,1549
21691,0.6,Ideal,H,SI1,61.4,55.0,5.46,5.49,3.36,1766
21692,0.31,Very Good,F,SI1,61.8,58.0,4.32,4.35,2.68,555
21693,0.34,Ideal,E,VVS1,61.1,56.0,4.52,4.55,2.77,1208
21694,0.33,Ideal,H,VS2,61.8,54.0,4.45,4.48,2.76,539
21695,0.31,Ideal,F,IF,62.1,54.0,4.38,4.41,2.73,914
21696,0.8,Ideal,F,VS2,60.9,57.0,5.98,6.04,3.66,4043
21697,0.41,Premium,E,VS1,61.9,59.0,4.8,4.77,2.96,1153
21698,1.22,Premium,I,SI1,62.7,58.0,6.83,6.8,4.27,5602
21699,0.74,Premium,F,VS2,61.9,56.0,5.8,5.77,3.58,2805
21700,1.67,Ideal,H,VS2,62.6,56.0,7.57,7.55,4.73,13063
21701,0.41,Ideal,F,IF,62.2,54.0,4.76,4.79,2.97,1151
21702,0.76,Premium,E,VS2,60.1,59.0,6.01,5.97,3.6,3192
21703,0.38,Ideal,F,IF,62.2,54.0,4.68,4.71,2.92,1229
21704,0.42,Very Good,D,VS2,63.2,58.0,4.77,4.79,3.02,910
21705,0.34,Ideal,I,IF,62.1,54.0,4.49,4.53,2.8,695
21706,0.31,Ideal,G,VVS2,60.0,58.0,4.38,4.42,2.64,661
21707,1.21,Very Good,E,VS1,60.0,58.0,6.89,6.97,4.16,10430
21708,2.03,Very Good,J,SI2,60.9,60.0,8.1,8.21,4.97,11968
21709,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,5801
21710,0.71,Ideal,G,SI2,60.6,57.0,5.81,5.87,3.54,2325
21711,1.0,Premium,D,SI2,61.6,60.0,6.37,6.33,3.91,4758
21712,1.01,Very Good,D,SI2,61.4,60.0,6.33,6.38,3.9,4564
21713,1.0,Premium,F,VS2,61.6,55.0,6.42,6.34,3.93,6209
21714,1.72,Very Good,G,SI2,62.4,59.0,7.63,7.67,4.77,10697
21715,0.31,Premium,D,VS2,61.2,59.0,4.37,4.32,2.66,942
21716,2.02,Ideal,I,SI2,61.7,57.0,8.05,8.12,4.99,13109
21717,2.01,Premium,H,SI1,58.5,58.0,8.3,8.25,4.84,16956
21718,1.09,Ideal,G,VVS2,62.0,54.8,6.6,6.63,4.1,8149
21719,0.32,Ideal,F,IF,60.9,57.0,4.4,4.44,2.69,929
21720,1.2,Very Good,G,VS2,62.0,55.0,6.8,6.84,4.23,7318
21721,0.42,Ideal,E,VS2,61.7,56.0,4.8,4.82,2.97,958
21722,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,642
21723,0.58,Premium,G,VVS2,59.7,59.0,5.4,5.45,3.24,1990
21724,0.42,Ideal,G,VS1,61.2,54.0,4.82,4.86,2.96,921
21725,0.42,Premium,G,VS2,61.9,58.0,4.82,4.77,2.97,1087
21726,1.01,Premium,I,SI1,62.7,58.0,6.4,6.33,3.99,3337
21727,0.3,Premium,E,VVS1,61.3,59.0,4.33,4.28,2.64,956
21728,0.3,Ideal,F,VS2,61.8,56.0,4.31,4.3,2.66,776
21729,0.32,Premium,E,SI1,60.4,61.0,4.42,4.39,2.66,672
21730,0.42,Ideal,G,VS2,62.2,54.0,4.8,4.82,2.99,847
21731,1.12,Premium,F,SI2,61.6,58.0,6.69,6.63,4.1,4654
21732,0.77,Premium,E,SI2,60.8,58.0,5.96,5.98,3.63,2519
21733,1.07,Ideal,I,SI1,62.0,55.0,6.56,6.6,4.08,4958
21734,0.31,Ideal,F,IF,62.0,56.0,4.36,4.32,2.69,1046
21735,1.0,Premium,D,VS1,62.7,62.0,6.23,6.21,3.9,7812
21736,0.54,Ideal,D,VVS2,61.3,56.0,5.22,5.26,3.21,2671
21737,0.4,Premium,D,VVS2,58.3,59.0,4.9,4.88,2.85,1152
21738,1.0,Good,E,SI1,63.1,64.0,6.31,6.25,3.96,4435
21739,0.4,Good,D,SI2,63.8,54.0,4.73,4.7,3.01,798
21740,1.01,Premium,F,SI2,58.8,62.0,6.49,6.46,3.81,4197
21741,0.31,Very Good,E,VS1,61.9,56.0,4.32,4.37,2.69,636
21742,0.53,Ideal,F,VVS1,61.4,57.0,5.23,5.2,3.2,2860
21743,1.5,Fair,J,VS2,64.5,59.0,7.2,7.07,4.6,5846
21744,0.72,Ideal,F,SI1,61.7,54.0,5.77,5.8,3.57,2737
21745,1.2,Good,I,VS1,57.8,61.0,7.02,6.96,4.04,5570
21746,0.4,Ideal,E,SI1,61.2,57.0,4.74,4.7,2.89,945
21747,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4321
21748,0.4,Ideal,I,VS2,62.4,54.0,4.73,4.76,2.96,667
21749,0.74,Ideal,D,SI2,61.7,55.0,5.81,5.85,3.6,2810
21750,0.64,Premium,E,VS2,61.6,62.0,5.48,5.46,3.37,1926
21751,0.3,Very Good,G,VS1,62.3,59.0,4.27,4.3,2.67,605
21752,0.59,Very Good,H,VS2,61.8,56.0,5.37,5.41,3.33,1552
21753,0.63,Ideal,D,VS1,61.6,55.0,5.52,5.55,3.41,2440
21754,0.7,Fair,H,VS1,62.0,73.0,5.65,5.54,3.47,2100
21755,0.93,Premium,D,SI1,60.8,59.0,6.27,6.24,3.8,4448
21756,1.01,Premium,D,SI1,62.0,60.0,6.37,6.4,3.96,6066
21757,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,523
21758,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1115
21759,0.54,Very Good,I,SI1,63.2,57.0,5.17,5.21,3.28,1135
21760,1.0,Good,D,SI2,64.3,59.0,6.21,6.3,4.02,4065
21761,0.9,Premium,E,SI1,61.1,58.0,6.22,6.26,3.81,4106
21762,0.3,Ideal,D,VVS2,61.6,56.0,4.32,4.35,2.67,1041
21763,2.08,Good,I,SI2,63.8,58.0,8.02,8.1,5.14,13956
21764,1.23,Ideal,I,SI2,61.2,58.0,6.86,6.9,4.21,5315
21765,1.09,Ideal,H,SI1,62.3,55.0,6.58,6.62,4.11,5238
21766,0.31,Very Good,E,SI1,63.2,59.0,4.33,4.28,2.72,698
21767,1.52,Premium,D,SI1,61.2,62.0,7.38,7.36,4.51,10512
21768,1.03,Premium,H,SI1,60.7,60.0,6.61,6.53,3.99,4384
21769,0.32,Ideal,H,VS1,62.7,56.0,4.39,4.42,2.76,524
21770,0.7,Very Good,H,SI1,62.2,56.0,5.64,5.67,3.52,2107
21771,1.2,Very Good,I,SI1,60.0,60.0,6.81,6.89,4.11,5408
21772,1.12,Ideal,H,SI1,62.3,56.0,6.7,6.65,4.16,5291
21773,1.0,Premium,G,VVS2,59.5,61.0,6.46,6.42,3.83,7589
21774,1.04,Very Good,F,IF,59.8,56.0,6.64,6.71,3.99,10515
21775,1.5,Premium,E,VS2,60.7,60.0,7.41,7.32,4.47,14386
21776,0.28,Very Good,D,VS1,61.7,58.0,4.19,4.24,2.6,487
21777,0.32,Ideal,E,VVS2,60.8,57.0,4.42,4.46,2.7,842
21778,1.1,Ideal,I,SI2,62.8,57.0,6.63,6.56,4.14,4158
21779,1.2,Ideal,G,VVS2,62.3,54.0,6.82,6.86,4.26,10812
21780,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,18398
21781,2.23,Very Good,J,VS2,61.0,58.0,8.36,8.39,5.11,14732
21782,1.53,Premium,G,SI2,58.7,59.0,7.51,7.45,4.39,8688
21783,1.02,Premium,G,I1,61.3,57.0,6.47,6.35,3.93,2387
21784,1.0,Premium,F,VVS1,63.0,56.0,6.37,6.32,4.0,8154
21785,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,5761
21786,0.24,Very Good,F,VVS1,59.0,59.0,4.05,4.08,2.4,552
21787,0.58,Premium,E,VS1,61.8,55.0,5.39,5.35,3.32,2192
21788,0.52,Ideal,G,VS2,61.9,55.0,5.15,5.19,3.2,1586
21789,0.65,Good,G,SI1,59.6,60.3,5.64,5.71,3.38,1828
21790,0.34,Premium,H,VS1,61.4,59.0,4.53,4.5,2.77,765
21791,1.01,Premium,G,VS1,62.7,58.0,6.41,6.38,4.01,6618
21792,1.04,Good,J,VS2,57.4,60.0,6.76,6.72,3.87,3844
21793,0.3,Very Good,D,SI2,62.4,59.0,4.25,4.28,2.66,447
21794,1.31,Very Good,I,SI2,60.9,58.0,7.03,7.07,4.29,5652
21795,1.06,Ideal,G,SI2,62.5,55.0,6.55,6.51,4.08,4238
21796,1.0,Ideal,E,SI1,61.7,55.0,6.44,6.49,3.99,5938
21797,0.3,Premium,F,VS2,61.8,60.0,4.27,4.3,2.65,524
21798,1.27,Very Good,I,SI1,63.0,60.0,6.86,6.8,4.3,6654
21799,0.52,Ideal,H,VVS1,60.4,57.0,5.23,5.2,3.15,1872
21800,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,13063
21801,0.24,Very Good,D,VVS2,62.4,58.0,3.94,4.01,2.48,552
21802,0.4,Ideal,E,SI1,62.0,57.0,4.74,4.78,2.95,737
21803,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6013
21804,1.08,Premium,D,SI1,61.6,56.0,6.64,6.57,4.07,5419
21805,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,5904
21806,0.32,Premium,G,IF,61.0,59.0,4.41,4.38,2.68,952
21807,0.3,Ideal,H,VVS1,63.0,54.0,4.3,4.27,2.7,878
21808,1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,5055
21809,0.41,Very Good,F,SI1,63.1,59.0,4.75,4.7,2.98,904
21810,0.55,Ideal,F,SI1,61.8,55.0,5.22,5.27,3.24,1316
21811,0.34,Very Good,G,VVS2,61.7,56.0,4.47,4.51,2.77,775
21812,0.23,Very Good,E,VS2,60.8,58.0,3.98,4.02,2.43,402
21813,0.71,Premium,F,SI1,62.7,58.0,5.74,5.68,3.58,2381
21814,0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,1713
21815,0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,1607
21816,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,4284
21817,0.47,Ideal,G,SI2,61.3,56.0,4.98,5.01,3.06,784
21818,0.54,Very Good,G,VS1,61.6,54.0,5.26,5.3,3.25,1665
21819,0.38,Ideal,E,VVS2,62.0,57.0,4.62,4.61,2.86,1176
21820,0.6,Ideal,E,VS1,62.2,56.0,5.36,5.44,3.36,2306
21821,1.0,Premium,E,SI1,60.5,59.0,6.4,6.45,3.89,5299
21822,0.3,Ideal,H,SI1,61.7,56.0,4.33,4.35,2.68,465
21823,0.53,Ideal,G,VVS1,61.3,56.0,5.22,5.26,3.21,2015
21824,1.0,Premium,E,SI2,60.6,61.0,6.44,6.39,3.89,4390
21825,1.0,Premium,G,VS2,63.0,58.0,6.4,6.33,4.01,6048
21826,0.3,Very Good,I,VVS2,61.9,61.0,4.28,4.32,2.66,526
21827,1.61,Premium,I,SI1,62.0,58.0,7.46,7.51,4.64,8978
21828,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,3967
21829,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,9513
21830,1.22,Ideal,E,VVS2,63.0,55.0,6.83,6.78,4.29,12036
21831,0.51,Ideal,F,VS2,60.6,56.0,5.19,5.17,3.14,1687
21832,0.32,Ideal,G,VS2,61.4,57.0,4.4,4.39,2.7,720
21833,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1384
21834,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,863
21835,0.5,Good,G,VS2,63.2,57.0,4.99,5.04,3.17,1410
21836,1.22,Premium,I,SI1,62.2,57.0,6.87,6.79,4.25,5466
21837,0.33,Ideal,E,VS2,60.3,57.0,4.54,4.51,2.73,928
21838,0.31,Premium,I,VVS1,61.0,58.0,4.39,4.33,2.66,732
21839,0.53,Very Good,D,VVS2,61.1,55.0,5.22,5.28,3.21,2472
21840,0.34,Premium,I,VVS1,60.5,59.0,4.48,4.54,2.73,626
21841,1.24,Very Good,I,VS2,60.1,59.0,6.95,7.02,4.2,5783
21842,0.41,Premium,F,VS1,61.1,58.0,4.74,4.78,2.91,1007
21843,1.55,Ideal,H,VS1,60.6,57.0,7.51,7.47,4.54,12087
21844,0.52,Ideal,E,VVS2,61.3,56.0,5.18,5.2,3.18,2675
21845,0.33,Very Good,D,VVS1,61.2,59.0,4.4,4.43,2.7,948
21846,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,945
21847,1.23,Ideal,F,VS2,61.7,57.0,6.9,6.94,4.27,9376
21848,0.54,Good,E,SI2,63.8,54.0,5.18,5.17,3.3,1250
21849,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2853
21850,0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75,637
21851,0.53,Good,H,SI1,63.9,55.0,5.14,5.19,3.3,1132
21852,1.01,Very Good,D,SI2,62.9,60.0,6.35,6.46,4.03,4760
21853,1.01,Ideal,E,VS2,61.9,57.0,6.43,6.37,3.96,7013
21854,1.05,Ideal,G,VS2,61.7,56.0,6.54,6.52,4.03,6350
21855,1.2,Good,G,VS2,57.8,59.0,7.06,7.0,4.06,8032
21856,2.29,Premium,G,SI2,60.1,58.0,8.63,8.58,5.17,13711
21857,1.0,Premium,G,VS1,60.6,59.0,6.48,6.42,3.91,6115
21858,1.23,Premium,J,VS1,60.1,60.0,6.9,6.95,4.16,5209
21859,0.55,Ideal,G,VS2,60.1,55.0,5.33,5.37,3.22,1634
21860,1.01,Premium,G,VS2,62.1,60.0,6.35,6.37,3.95,5839
21861,1.0,Good,E,SI2,60.5,61.0,6.31,6.38,3.84,4004
21862,0.33,Ideal,H,VS2,60.7,55.0,4.48,4.51,2.73,551
21863,0.55,Ideal,G,VS1,61.5,56.7,5.25,5.28,3.24,1902
21864,0.53,Premium,E,VS2,58.3,62.0,5.31,5.26,3.08,1727
21865,0.5,Premium,H,IF,61.4,61.0,5.14,5.03,3.12,1971
21866,0.26,Ideal,G,SI1,62.0,55.0,4.08,4.11,2.54,394
21867,1.07,Ideal,G,VVS2,62.8,57.0,6.56,6.46,4.09,8120
21868,1.0,Premium,G,SI1,62.5,59.0,6.35,6.29,3.95,4493
21869,0.83,Very Good,H,VS2,59.4,59.0,6.08,6.11,3.62,3276
21870,0.31,Ideal,G,VVS1,62.5,54.0,4.36,4.38,2.73,789
21871,1.01,Premium,F,VS2,59.7,60.0,6.41,6.38,3.82,5923
21872,0.39,Ideal,G,SI1,60.5,56.0,4.77,4.79,2.89,866
21873,0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76,554
21874,0.3,Ideal,H,VVS1,61.9,57.0,4.29,4.31,2.66,665
21875,0.75,Ideal,E,VS2,60.2,57.0,5.93,5.9,3.56,3136
21876,0.27,Very Good,H,VVS2,62.1,57.0,4.1,4.15,2.56,486
21877,0.32,Ideal,I,VS2,62.5,57.0,4.35,4.39,2.73,449
21878,1.05,Premium,H,VS2,61.1,58.0,6.57,6.53,4.0,5323
21879,0.7,Very Good,H,VS1,60.3,63.0,5.77,5.73,3.47,2399
21880,0.43,Very Good,G,VS1,61.0,58.0,4.89,4.92,2.99,943
21881,0.36,Premium,D,SI2,63.0,59.0,4.52,4.49,2.84,643
21882,1.51,Premium,E,VS2,62.2,59.0,7.36,7.31,4.56,14300
21883,1.11,Premium,D,I1,61.9,58.0,6.66,6.63,4.11,3655
21884,1.11,Premium,I,SI1,61.9,58.0,6.63,6.61,4.1,3978
21885,1.5,Premium,I,VVS2,59.7,60.0,7.62,7.46,4.5,10744
21886,0.93,Premium,G,SI2,62.2,55.0,6.27,6.24,3.89,3689
21887,0.42,Ideal,G,VVS1,61.1,56.0,4.82,4.87,2.96,1179
21888,1.57,Premium,H,VS1,60.5,61.0,7.6,7.51,4.57,10930
21889,0.36,Very Good,F,VS1,61.3,54.0,4.63,4.65,2.84,781
21890,0.36,Ideal,H,VS2,62.1,55.0,4.57,4.61,2.85,568
21891,1.5,Premium,H,SI1,59.2,62.0,7.55,7.49,4.45,9576
21892,0.3,Ideal,H,VVS2,62.8,57.0,4.25,4.22,2.66,776
21893,1.06,Premium,G,SI1,59.6,58.0,6.73,6.67,3.99,4903
21894,0.31,Ideal,G,VVS2,61.4,57.0,4.38,4.42,2.69,671
21895,0.9,Good,D,VS2,57.9,62.0,6.33,6.24,3.64,3604
21896,0.77,Ideal,E,SI2,61.0,57.0,5.95,5.92,3.62,2360
21897,1.17,Ideal,J,SI1,62.1,57.0,6.74,6.81,4.21,4617
21898,2.33,Premium,J,SI1,61.1,58.0,8.6,8.56,5.24,11638
21899,0.33,Very Good,D,VS1,63.2,56.0,4.45,4.44,2.81,1109
21900,0.71,Ideal,H,IF,63.0,57.0,5.68,5.72,3.59,3354
21901,1.01,Premium,D,SI1,58.1,61.0,6.66,6.59,3.85,5147
21902,0.54,Ideal,D,VS2,61.9,55.0,5.23,5.24,3.24,1817
21903,0.51,Premium,F,VVS2,61.2,59.0,5.19,5.1,3.15,1882
21904,1.18,Premium,E,I1,62.5,58.0,6.75,6.62,4.18,3965
21905,0.29,Very Good,F,VVS1,62.1,55.0,4.26,4.28,2.65,731
21906,2.01,Premium,I,SI1,60.1,59.0,8.21,8.15,4.92,14752
21907,0.33,Premium,G,VVS2,60.6,58.0,4.47,4.5,2.72,752
21908,1.22,Good,J,SI1,63.8,57.0,6.77,6.72,4.3,4612
21909,0.9,Very Good,H,SI2,62.1,56.0,6.13,6.23,3.84,3295
21910,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,14282
21911,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,7597
21912,0.76,Ideal,D,VS2,61.8,57.0,5.85,5.9,3.63,3306
21913,2.02,Good,J,SI2,64.4,60.0,7.87,7.93,5.09,10666
21914,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62,586
21915,1.01,Good,H,VS2,63.5,61.0,6.24,6.32,3.99,4959
21916,0.56,Ideal,G,VVS2,62.1,56.0,5.31,5.29,3.29,2357
21917,1.39,Premium,H,SI1,62.7,58.0,7.15,7.08,4.46,7986
21918,0.5,Ideal,F,VS1,62.5,52.4,5.07,5.11,3.18,1679
21919,0.52,Very Good,H,VS2,61.4,55.0,5.19,5.24,3.2,1389
21920,1.59,Ideal,I,SI1,62.4,56.0,7.48,7.46,4.66,10106
21921,0.41,Ideal,F,SI1,61.4,57.0,4.76,4.79,2.93,753
21922,0.7,Very Good,F,SI1,63.5,59.0,5.59,5.65,3.57,2264
21923,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2802
21924,1.5,Very Good,I,SI1,63.1,54.0,7.34,7.31,4.62,8408
21925,0.4,Premium,F,VS2,61.0,59.0,4.76,4.71,2.89,1080
21926,0.41,Ideal,G,IF,62.3,55.0,4.78,4.75,2.97,1431
21927,0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,863
21928,1.51,Very Good,I,SI1,62.2,60.0,7.23,7.3,4.52,8637
21929,0.34,Very Good,H,SI1,63.3,56.0,4.46,4.45,2.82,628
21930,0.41,Premium,G,VS1,60.5,57.0,4.85,4.81,2.92,961
21931,1.06,Very Good,G,I1,60.7,63.0,6.59,6.56,3.99,2080
21932,0.35,Ideal,D,VS2,61.6,56.0,4.53,4.56,2.8,829
21933,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,5382
21934,1.29,Ideal,H,SI1,61.8,55.0,6.99,6.95,4.31,7513
21935,1.12,Premium,E,SI2,61.1,58.0,6.73,6.69,4.1,5620
21936,0.58,Premium,H,SI1,59.7,57.0,5.47,5.41,3.25,1332
21937,0.3,Ideal,D,VS2,61.5,55.0,4.3,4.35,2.66,710
21938,0.3,Ideal,E,VVS1,62.3,55.0,4.29,4.32,2.68,826
21939,0.4,Good,D,SI1,60.3,61.0,4.74,4.78,2.87,667
21940,1.01,Premium,H,SI1,63.0,60.0,6.36,6.33,4.0,4642
21941,2.01,Premium,J,SI2,60.8,57.2,8.13,8.15,4.95,13133
21942,0.41,Very Good,D,VS2,62.1,53.0,4.78,4.82,2.98,912
21943,0.32,Ideal,E,IF,61.4,56.0,4.38,4.42,2.7,1359
21944,0.46,Ideal,I,VVS2,61.4,57.0,4.96,5.0,3.06,1006
21945,0.41,Premium,E,SI1,60.1,60.0,4.79,4.83,2.89,755
21946,0.9,Good,E,VS2,64.0,58.0,6.07,6.02,3.87,4203
21947,0.42,Ideal,D,SI1,63.0,57.0,4.81,4.77,3.02,970
21948,1.41,Very Good,F,VS1,63.4,63.0,7.13,6.97,4.47,11010
21949,0.77,Premium,G,SI1,61.6,59.0,5.9,5.85,3.62,2657
21950,0.26,Ideal,F,VS1,60.9,57.0,4.11,4.13,2.51,452
21951,0.95,Premium,I,SI2,62.5,58.0,6.3,6.24,3.92,3237
21952,2.03,Ideal,G,SI2,62.6,56.0,8.15,8.1,5.08,15717
21953,0.43,Premium,F,SI1,61.7,58.0,4.84,4.82,2.98,948
21954,0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,760
21955,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,9326
21956,1.07,Premium,H,SI2,61.2,60.0,6.57,6.53,4.01,4494
21957,0.35,Premium,E,VS1,62.2,58.0,4.5,4.47,2.79,921
21958,1.01,Good,D,VS2,60.1,64.0,6.36,6.32,3.81,5986
21959,0.38,Ideal,I,VS1,61.5,56.0,4.67,4.71,2.88,874
21960,0.5,Very Good,G,SI1,62.1,56.0,5.05,5.09,3.15,1197
21961,1.03,Ideal,F,IF,63.1,55.0,6.45,6.46,4.07,10615
21962,0.54,Ideal,G,VS1,61.9,54.0,5.25,5.28,3.26,1847
21963,0.42,Ideal,E,VS2,61.6,57.0,4.79,4.82,2.96,908
21964,1.01,Premium,H,SI1,61.2,58.0,6.43,6.47,3.95,4559
21965,0.42,Ideal,H,IF,61.9,56.0,4.81,4.79,2.97,1273
21966,0.27,Very Good,E,VVS2,60.9,58.0,4.14,4.17,2.53,620
21967,0.55,Premium,E,VS2,60.1,59.0,5.36,5.29,3.2,1735
21968,1.2,Premium,H,SI2,62.8,61.0,6.7,6.62,4.18,4973
21969,0.25,Very Good,I,VVS2,61.6,56.0,4.06,4.09,2.51,455
21970,0.91,Very Good,E,SI1,58.8,59.0,6.34,6.39,3.74,4191
21971,1.03,Good,H,SI1,63.1,56.0,6.35,6.39,4.02,4326
21972,0.7,Ideal,F,VVS1,62.4,55.0,5.65,5.69,3.54,4341
21973,0.4,Good,E,SI1,64.2,57.0,4.66,4.68,3.0,662
21974,1.51,Fair,F,SI1,65.8,56.0,7.16,7.12,4.7,8387
21975,0.53,Ideal,D,SI2,60.4,57.0,5.3,5.26,3.19,1412
21976,1.82,Premium,G,SI1,62.7,58.0,7.75,7.68,4.84,15162
21977,0.7,Very Good,F,SI2,61.2,57.0,5.67,5.74,3.49,2100
21978,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,1676
21979,0.4,Very Good,D,VS1,60.8,59.0,4.74,4.76,2.89,954
21980,0.3,Premium,E,VS2,62.1,59.0,4.29,4.27,2.66,844
21981,1.03,Ideal,H,I1,61.5,57.0,6.52,6.48,4.0,3230
21982,0.52,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,1670
21983,0.4,Very Good,I,VS2,61.4,57.6,4.73,4.78,2.92,655
21984,3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,16970
21985,0.52,Premium,G,VS2,62.1,58.0,5.18,5.15,3.21,1577
21986,0.32,Ideal,D,SI2,61.8,55.0,4.42,4.38,2.72,612
21987,0.27,Ideal,E,VVS2,62.0,55.0,4.12,4.14,2.56,622
21988,0.33,Very Good,J,VS1,61.5,61.0,4.39,4.46,2.72,434
21989,1.01,Very Good,G,VS2,60.0,57.0,6.53,6.6,3.94,5886
21990,0.6,Very Good,H,SI1,60.4,63.0,5.45,5.41,3.28,1378
21991,0.31,Good,D,SI2,63.7,58.0,4.27,4.3,2.73,462
21992,1.11,Ideal,H,SI1,62.7,56.0,6.65,6.59,4.15,5386
21993,0.36,Premium,E,VS2,59.8,62.0,4.61,4.56,2.74,1013
21994,0.4,Premium,G,SI1,62.0,59.0,4.72,4.7,2.92,900
21995,0.31,Ideal,D,SI1,62.0,56.0,4.35,4.39,2.71,533
21996,1.28,Ideal,H,I1,61.9,56.0,6.95,6.91,4.29,3355
21997,1.03,Ideal,G,VS2,61.3,57.0,6.51,6.54,4.0,6981
21998,0.4,Ideal,D,VS2,61.6,57.0,4.71,4.77,2.92,982
21999,0.59,Very Good,F,SI2,63.7,57.0,5.31,5.36,3.4,1265
22000,0.33,Ideal,G,IF,61.6,55.0,4.48,4.51,2.77,984
22001,1.0,Very Good,I,SI2,60.7,59.0,6.4,6.46,3.9,4080
22002,0.33,Very Good,F,VS1,59.1,60.0,4.48,4.52,2.66,772
22003,1.12,Very Good,F,SI2,61.5,58.0,6.63,6.68,4.09,4953
22004,0.91,Premium,G,SI1,61.8,60.0,6.18,6.21,3.83,4045
22005,1.01,Ideal,F,VS2,61.9,54.0,6.45,6.49,4.0,7014
22006,1.59,Premium,G,SI1,62.1,58.0,7.45,7.43,4.62,10996
22007,0.9,Very Good,I,VS1,62.6,59.0,6.11,6.15,3.84,4126
22008,0.31,Ideal,D,SI1,61.8,57.0,4.32,4.36,2.68,571
22009,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,579
22010,0.41,Premium,E,SI1,60.2,60.0,4.82,4.78,2.89,969
22011,0.52,Ideal,G,SI2,62.1,56.0,5.13,5.18,3.2,1210
22012,1.01,Ideal,H,VS2,60.6,57.0,6.54,6.49,3.95,5317
22013,0.31,Ideal,D,VS1,61.1,55.0,4.37,4.4,2.68,774
